Date,Snow Water Equivalent [mm],Accumulated Precipitation [mm],Precipitation Increment [mm],Tmax (degC),Tmin (degC),Tmean (degC),Year,DOY,Snow on Ground
2012-07-31,0.000,787.400,0.000,26.611,11.389,18.500,2012,213,0
2012-08-01,0.000,787.400,0.000,24.222,11.278,17.389,2012,214,0
2012-08-02,0.000,787.400,0.000,21.611,9.778,16.278,2012,215,0
2012-08-03,0.000,787.400,0.000,20.889,7.722,15.389,2012,216,0
2012-08-04,0.000,787.400,0.000,24.389,10.000,17.222,2012,217,0
2012-08-05,0.000,787.400,0.000,28.389,11.111,19.500,2012,218,0
2012-08-06,0.000,787.400,0.000,25.500,12.778,19.000,2012,219,0
2012-08-07,0.000,787.400,0.000,29.222,14.778,22.111,2012,220,0
2012-08-08,0.000,787.400,0.000,27.611,13.889,20.389,2012,221,0
2012-08-09,0.000,787.400,0.000,28.778,12.778,20.389,2012,222,0
2012-08-10,0.000,787.400,0.000,24.722,11.778,18.722,2012,223,0
2012-08-11,0.000,787.400,0.000,25.111,10.000,16.778,2012,224,0
2012-08-12,0.000,787.400,0.000,27.000,11.000,19.000,2012,225,0
2012-08-13,0.000,787.400,0.000,27.222,13.222,20.389,2012,226,0
2012-08-14,0.000,787.400,0.000,26.000,12.722,19.389,2012,227,0
2012-08-15,0.000,787.400,0.000,25.222,11.500,18.500,2012,228,0
2012-08-16,0.000,787.400,0.000,24.111,11.611,18.000,2012,229,0
2012-08-17,0.000,787.400,2.540,24.222,12.111,18.778,2012,230,0
2012-08-18,0.000,789.940,0.000,25.778,12.611,20.000,2012,231,0
2012-08-19,0.000,789.940,0.000,24.111,13.000,17.889,2012,232,0
2012-08-20,0.000,789.940,0.000,23.722,12.278,18.389,2012,233,0
2012-08-21,0.000,789.940,0.000,24.611,11.611,19.000,2012,234,0
2012-08-22,0.000,789.940,0.000,21.611,10.000,15.611,2012,235,0
2012-08-23,0.000,789.940,0.000,21.611,9.500,15.278,2012,236,0
2012-08-24,0.000,789.940,0.000,17.278,5.889,12.111,2012,237,0
2012-08-25,0.000,789.940,0.000,23.278,6.611,15.500,2012,238,0
2012-08-26,0.000,789.940,0.000,25.722,15.778,19.889,2012,239,0
2012-08-27,0.000,789.940,0.000,23.611,10.889,17.111,2012,240,0
2012-08-28,0.000,789.940,0.000,25.278,11.278,17.278,2012,241,0
2012-08-29,0.000,789.940,0.000,18.722,6.722,12.778,2012,242,0
2012-08-30,0.000,789.940,0.000,22.778,6.278,14.611,2012,243,0
2012-08-31,0.000,789.940,0.000,21.778,13.611,17.500,2012,244,0
2012-09-01,0.000,789.940,0.000,18.722,8.222,14.111,2012,245,0
2012-09-02,0.000,789.940,0.000,19.500,4.889,11.722,2012,246,0
2012-09-03,0.000,789.940,0.000,22.000,7.111,13.889,2012,247,0
2012-09-04,0.000,789.940,2.540,19.389,7.722,14.000,2012,248,0
2012-09-05,0.000,792.480,0.000,22.000,7.111,14.722,2012,249,0
2012-09-06,0.000,792.480,0.000,18.778,7.278,13.222,2012,250,0
2012-09-07,0.000,792.480,0.000,21.278,7.000,13.000,2012,251,0
2012-09-08,0.000,792.480,0.000,23.278,8.500,16.722,2012,252,0
2012-09-09,0.000,792.480,0.000,23.500,10.389,17.722,2012,253,0
2012-09-10,0.000,792.480,0.000,15.889,6.111,10.889,2012,254,0
2012-09-11,0.000,792.480,0.000,13.000,2.222,8.611,2012,255,0
2012-09-12,0.000,792.480,0.000,15.500,5.111,10.389,2012,256,0
2012-09-13,0.000,792.480,2.540,21.611,5.778,13.889,2012,257,0
2012-09-14,0.000,795.020,0.000,24.000,11.222,17.222,2012,258,0
2012-09-15,0.000,795.020,0.000,21.389,8.611,14.722,2012,259,0
2012-09-16,0.000,795.020,0.000,19.389,8.111,14.222,2012,260,0
2012-09-17,0.000,795.020,0.000,17.722,5.278,12.000,2012,261,0
2012-09-18,0.000,795.020,0.000,19.889,7.000,14.611,2012,262,0
2012-09-19,0.000,795.020,0.000,20.389,14.000,17.500,2012,263,0
2012-09-20,0.000,795.020,0.000,19.611,9.000,14.778,2012,264,0
2012-09-21,0.000,795.020,0.000,19.222,8.278,14.278,2012,265,0
2012-09-22,0.000,795.020,0.000,22.222,12.889,17.500,2012,266,0
2012-09-23,0.000,795.020,2.540,15.889,7.389,11.389,2012,267,0
2012-09-24,0.000,797.560,0.000,14.111,4.722,9.722,2012,268,0
2012-09-25,0.000,797.560,0.000,15.722,7.778,12.389,2012,269,0
2012-09-26,0.000,797.560,0.000,17.889,6.389,11.278,2012,270,0
2012-09-27,0.000,797.560,0.000,19.500,6.389,11.722,2012,271,0
2012-09-28,0.000,797.560,0.000,19.889,8.000,13.722,2012,272,0
2012-09-29,0.000,797.560,0.000,19.000,7.222,12.611,2012,273,0
2012-09-30,0.000,797.560,2.540,17.722,8.000,13.000,2012,274,0
2012-10-01,0.000,0.000,0.000,19.111,8.889,13.500,2012,275,0
2012-10-02,0.000,0.000,0.000,16.722,6.278,11.278,2012,276,0
2012-10-03,0.000,0.000,0.000,8.778,-0.722,5.778,2012,277,0
2012-10-04,0.000,0.000,0.000,8.611,-0.389,4.889,2012,278,0
2012-10-05,0.000,0.000,0.000,7.778,-3.111,3.111,2012,279,0
2012-10-06,0.000,0.000,0.000,7.389,-2.611,3.000,2012,280,0
2012-10-07,0.000,0.000,0.000,10.778,-0.722,5.000,2012,281,0
2012-10-08,0.000,0.000,0.000,12.778,0.722,6.889,2012,282,0
2012-10-09,0.000,0.000,0.000,14.500,4.278,9.222,2012,283,0
2012-10-10,0.000,0.000,2.540,15.222,3.389,8.722,2012,284,0
2012-10-11,0.000,2.540,0.000,16.889,4.722,10.000,2012,285,0
2012-10-12,0.000,2.540,0.000,17.000,7.000,11.611,2012,286,0
2012-10-13,0.000,2.540,5.080,9.222,3.222,6.278,2012,287,0
2012-10-14,0.000,7.620,2.540,14.278,3.111,9.111,2012,288,0
2012-10-15,0.000,10.160,5.080,11.778,6.222,9.278,2012,289,0
2012-10-16,0.000,15.240,25.400,9.722,-0.278,6.000,2012,290,0
2012-10-17,0.000,40.640,2.540,5.500,-1.278,2.389,2012,291,0
2012-10-18,0.000,43.180,2.540,11.722,0.222,6.611,2012,292,0
2012-10-19,0.000,45.720,0.000,12.000,6.722,9.778,2012,293,0
2012-10-20,0.000,45.720,0.000,9.389,-1.000,4.722,2012,294,0
2012-10-21,0.000,45.720,0.000,5.000,-3.111,1.500,2012,295,0
2012-10-22,0.000,45.720,12.700,4.000,-5.222,0.389,2012,296,0
2012-10-23,12.700,58.420,10.160,0.222,-5.500,-2.722,2012,297,1
2012-10-24,22.860,68.580,2.540,0.278,-4.500,-2.389,2012,298,1
2012-10-25,25.400,71.120,0.000,-0.278,-6.111,-2.389,2012,299,1
2012-10-26,22.860,71.120,2.540,0.778,-6.222,-1.778,2012,300,1
2012-10-27,27.940,73.660,10.160,5.611,-1.611,1.611,2012,301,1
2012-10-28,38.100,83.820,5.080,6.778,4.611,5.889,2012,302,1
2012-10-29,25.400,88.900,0.000,9.889,4.000,6.889,2012,303,1
2012-10-30,12.700,88.900,0.000,12.278,4.778,9.222,2012,304,1
2012-10-31,0.000,88.900,0.000,13.889,7.222,11.278,2012,305,0
2012-11-01,0.000,88.900,0.000,9.000,0.222,4.389,2012,306,0
2012-11-02,0.000,88.900,2.540,9.278,-0.111,4.111,2012,307,0
2012-11-03,0.000,91.440,0.000,9.111,2.389,6.222,2012,308,0
2012-11-04,0.000,91.440,0.000,10.722,3.000,6.222,2012,309,0
2012-11-05,0.000,91.440,0.000,12.611,4.722,7.222,2012,310,0
2012-11-06,0.000,91.440,0.000,13.778,4.000,9.000,2012,311,0
2012-11-07,0.000,91.440,0.000,10.000,3.500,6.500,2012,312,0
2012-11-08,0.000,91.440,0.000,7.500,-4.111,3.000,2012,313,0
2012-11-09,0.000,91.440,0.000,-2.278,-6.000,-4.222,2012,314,0
2012-11-10,0.000,91.440,0.000,-4.278,-9.889,-6.778,2012,315,0
2012-11-11,0.000,91.440,0.000,-5.278,-11.500,-7.778,2012,316,0
2012-11-12,0.000,91.440,7.620,-0.722,-6.611,-3.222,2012,317,0
2012-11-13,7.620,99.060,2.540,2.389,-0.722,0.722,2012,318,1
2012-11-14,12.700,101.600,0.000,3.722,-3.222,-0.111,2012,319,1
2012-11-15,12.700,101.600,2.540,4.611,-2.278,1.389,2012,320,1
2012-11-16,17.780,104.140,0.000,6.222,1.500,3.722,2012,321,1
2012-11-17,17.780,104.140,7.620,5.222,2.778,4.000,2012,322,1
2012-11-18,22.860,111.760,5.080,4.278,-3.889,-0.500,2012,323,1
2012-11-19,27.940,116.840,5.080,5.778,-0.389,2.722,2012,324,1
2012-11-20,33.020,121.920,2.540,7.222,3.889,5.889,2012,325,1
2012-11-21,30.480,124.460,2.540,7.500,-3.278,1.500,2012,326,1
2012-11-22,30.480,127.000,0.000,1.889,-6.000,-1.889,2012,327,1
2012-11-23,30.480,127.000,2.540,6.111,-0.389,3.389,2012,328,1
2012-11-24,33.020,129.540,10.160,5.278,1.278,3.111,2012,329,1
2012-11-25,33.020,139.700,0.000,1.278,-6.111,-1.500,2012,330,1
2012-11-26,33.020,139.700,2.540,0.389,-6.500,-2.111,2012,331,1
2012-11-27,33.020,142.240,2.540,5.222,-0.722,2.278,2012,332,1
2012-11-28,35.560,144.780,5.080,6.278,1.611,4.278,2012,333,1
2012-11-29,38.100,149.860,0.000,6.222,0.278,3.778,2012,334,1
2012-11-30,38.100,149.860,15.240,6.000,2.222,3.889,2012,335,1
2012-12-01,45.720,165.100,2.540,6.111,2.111,4.000,2012,336,1
2012-12-02,38.100,167.640,7.620,7.278,-2.889,2.389,2012,337,1
2012-12-03,30.480,175.260,2.540,1.889,-3.722,-0.222,2012,338,1
2012-12-04,30.480,177.800,20.320,5.222,-0.222,2.889,2012,339,1
2012-12-05,38.100,198.120,12.700,4.222,-0.222,2.722,2012,340,1
2012-12-06,30.480,210.820,0.000,0.778,-3.778,-1.111,2012,341,1
2012-12-07,30.480,210.820,0.000,-2.000,-4.611,-3.111,2012,342,1
2012-12-08,30.480,210.820,7.620,-3.278,-7.222,-6.389,2012,343,1
2012-12-09,38.100,218.440,2.540,-2.722,-11.722,-6.611,2012,344,1
2012-12-10,40.640,220.980,2.540,-1.222,-2.722,-1.722,2012,345,1
2012-12-11,45.720,223.520,2.540,1.000,-4.889,-1.222,2012,346,1
2012-12-12,50.800,226.060,10.160,-0.889,-6.500,-2.611,2012,347,1
2012-12-13,60.960,236.220,0.000,0.611,-6.611,-2.500,2012,348,1
2012-12-14,60.960,236.220,0.000,-0.889,-6.278,-3.389,2012,349,1
2012-12-15,60.960,236.220,2.540,-3.889,-5.722,-5.111,2012,350,1
2012-12-16,63.500,238.760,10.160,0.500,-5.278,-3.278,2012,351,1
2012-12-17,81.280,248.920,2.540,0.611,-7.889,-2.722,2012,352,1
2012-12-18,106.680,251.460,0.000,-7.278,-14.278,-10.778,2012,353,1
2012-12-19,106.680,251.460,0.000,-6.611,-14.222,-9.222,2012,354,1
2012-12-20,106.680,251.460,5.080,0.389,-6.611,-2.222,2012,355,1
2012-12-21,111.760,256.540,0.000,1.611,-0.500,0.389,2012,356,1
2012-12-22,111.760,256.540,0.000,0.778,-6.111,-1.111,2012,357,1
2012-12-23,111.760,256.540,17.780,-0.889,-7.500,-3.278,2012,358,1
2012-12-24,139.700,274.320,0.000,-2.722,-11.389,-6.111,2012,359,1
2012-12-25,142.240,274.320,5.080,-5.111,-11.611,-7.278,2012,360,1
2012-12-26,149.860,279.400,2.540,-3.611,-6.111,-5.278,2012,361,1
2012-12-27,152.400,281.940,0.000,-4.111,-6.111,-5.222,2012,362,1
2012-12-28,152.400,281.940,0.000,-2.722,-9.611,-6.389,2012,363,1
2012-12-29,152.400,281.940,0.000,-4.778,-9.389,-6.889,2012,364,1
2012-12-30,152.400,281.940,0.000,-6.889,-12.722,-9.722,2012,365,1
2012-12-31,152.400,281.940,0.000,-4.500,-13.278,-10.611,2012,366,1
2013-01-01,152.400,281.940,0.000,-2.500,-12.278,-6.889,2013,1,1
2013-01-02,152.400,281.940,2.540,-3.722,-10.778,-7.111,2013,2,1
2013-01-03,154.940,284.480,0.000,0.500,-4.222,-2.222,2013,3,1
2013-01-04,154.940,284.480,0.000,0.278,-8.722,-5.111,2013,4,1
2013-01-05,154.940,284.480,0.000,0.111,-6.611,-2.500,2013,5,1
2013-01-06,154.940,284.480,0.000,1.611,-6.889,-3.111,2013,6,1
2013-01-07,154.940,284.480,7.620,-0.389,-6.889,-3.222,2013,7,1
2013-01-08,167.640,292.100,2.540,0.722,-2.111,-0.500,2013,8,1
2013-01-09,172.720,294.640,2.540,3.500,-0.222,1.500,2013,9,1
2013-01-10,175.260,297.180,15.240,-0.222,-9.389,-6.778,2013,10,1
2013-01-11,193.040,312.420,2.540,-9.278,-15.000,-11.000,2013,11,1
2013-01-12,195.580,314.960,0.000,-10.500,-18.778,-14.111,2013,12,1
2013-01-13,195.580,314.960,0.000,-10.778,-17.778,-14.889,2013,13,1
2013-01-14,195.580,314.960,0.000,-9.611,-14.500,-12.000,2013,14,1
2013-01-15,195.580,314.960,2.540,-1.111,-10.000,-5.111,2013,15,1
2013-01-16,200.660,317.500,0.000,1.278,-6.111,-4.000,2013,16,1
2013-01-17,200.660,317.500,0.000,4.778,-6.389,-3.000,2013,17,1
2013-01-18,200.660,317.500,0.000,6.222,-5.389,-2.222,2013,18,1
2013-01-19,200.660,317.500,0.000,6.389,-5.778,-2.222,2013,19,1
2013-01-20,200.660,317.500,2.540,6.889,-5.500,0.222,2013,20,1
2013-01-21,203.200,320.040,0.000,8.722,-2.778,0.722,2013,21,1
2013-01-22,203.200,320.040,0.000,7.889,-3.278,2.389,2013,22,1
2013-01-23,203.200,320.040,0.000,5.278,0.611,3.611,2013,23,1
2013-01-24,203.200,320.040,7.620,2.722,-0.389,0.778,2013,24,1
2013-01-25,215.900,327.660,7.620,2.778,1.000,1.611,2013,25,1
2013-01-26,223.520,335.280,2.540,4.111,-3.722,0.500,2013,26,1
2013-01-27,226.060,337.820,0.000,-3.000,-7.889,-5.278,2013,27,1
2013-01-28,226.060,337.820,7.620,-4.722,-9.389,-6.111,2013,28,1
2013-01-29,246.380,345.440,10.160,-2.222,-4.722,-3.778,2013,29,1
2013-01-30,264.160,355.600,7.620,-0.278,-2.222,-1.111,2013,30,1
2013-01-31,281.940,363.220,0.000,1.389,-2.611,-0.278,2013,31,1
2013-02-01,281.940,363.220,0.000,1.389,-5.222,-1.222,2013,32,1
2013-02-02,281.940,363.220,0.000,6.722,-5.500,-1.611,2013,33,1
2013-02-03,281.940,363.220,0.000,5.889,-5.111,-1.611,2013,34,1
2013-02-04,281.940,363.220,0.000,6.778,-2.111,0.778,2013,35,1
2013-02-05,281.940,363.220,0.000,5.278,-1.889,1.389,2013,36,1
2013-02-06,281.940,363.220,0.000,0.778,-4.111,-2.111,2013,37,1
2013-02-07,281.940,363.220,0.000,0.889,-4.278,-1.222,2013,38,1
2013-02-08,281.940,363.220,0.000,0.722,-4.222,-1.611,2013,39,1
2013-02-09,281.940,363.220,0.000,-0.500,-5.611,-3.500,2013,40,1
2013-02-10,281.940,363.220,0.000,0.389,-7.278,-3.889,2013,41,1
2013-02-11,281.940,363.220,0.000,-0.889,-11.111,-5.222,2013,42,1
2013-02-12,281.940,363.220,2.540,-0.611,-6.000,-2.500,2013,43,1
2013-02-13,284.480,365.760,0.000,0.389,-2.389,-1.000,2013,44,1
2013-02-14,284.480,365.760,0.000,0.611,-3.278,-1.389,2013,45,1
2013-02-15,284.480,365.760,0.000,7.500,-3.611,0.500,2013,46,1
2013-02-16,284.480,365.760,5.080,8.722,-2.889,1.889,2013,47,1
2013-02-17,289.560,370.840,0.000,-1.000,-9.278,-4.722,2013,48,1
2013-02-18,289.560,370.840,0.000,-0.278,-9.389,-3.611,2013,49,1
2013-02-19,289.560,370.840,2.540,-0.389,-4.778,-2.611,2013,50,1
2013-02-20,292.100,373.380,0.000,-2.278,-7.222,-4.500,2013,51,1
2013-02-21,292.100,373.380,0.000,-2.611,-7.278,-5.000,2013,52,1
2013-02-22,292.100,373.380,7.620,-1.222,-6.000,-3.500,2013,53,1
2013-02-23,307.340,381.000,10.160,-1.222,-7.722,-5.611,2013,54,1
2013-02-24,320.040,391.160,0.000,-1.111,-8.389,-5.500,2013,55,1
2013-02-25,320.040,391.160,5.080,-2.278,-8.111,-5.000,2013,56,1
2013-02-26,325.120,396.240,0.000,0.389,-11.778,-7.111,2013,57,1
2013-02-27,325.120,396.240,2.540,3.000,-8.722,-3.222,2013,58,1
2013-02-28,330.200,398.780,10.160,2.111,-2.000,0.222,2013,59,1
2013-03-01,342.900,408.940,0.000,6.111,0.611,2.889,2013,60,1
2013-03-02,342.900,408.940,0.000,7.722,1.500,4.500,2013,61,1
2013-03-03,342.900,408.940,0.000,3.778,-5.889,-1.500,2013,62,1
2013-03-04,342.900,408.940,0.000,0.889,-7.889,-3.722,2013,63,1
2013-03-05,342.900,408.940,2.540,3.889,-4.611,0.778,2013,64,1
2013-03-06,345.440,411.480,2.540,5.000,-3.778,0.889,2013,65,1
2013-03-07,347.980,414.020,0.000,4.500,-8.000,-2.278,2013,66,1
2013-03-08,347.980,414.020,0.000,4.222,-5.111,-0.500,2013,67,1
2013-03-09,347.980,414.020,0.000,3.722,-1.222,1.111,2013,68,1
2013-03-10,347.980,414.020,0.000,6.000,-1.778,2.278,2013,69,1
2013-03-11,347.980,414.020,0.000,4.500,-1.611,2.111,2013,70,1
2013-03-12,347.980,414.020,0.000,8.000,-1.889,3.278,2013,71,1
2013-03-13,345.440,414.020,0.000,13.389,2.778,6.889,2013,72,1
2013-03-14,340.360,414.020,0.000,12.278,3.778,7.722,2013,73,1
2013-03-15,335.280,414.020,0.000,7.389,1.222,4.722,2013,74,1
2013-03-16,335.280,414.020,0.000,6.611,-1.389,2.000,2013,75,1
2013-03-17,335.280,414.020,0.000,-1.278,-6.611,-3.778,2013,76,1
2013-03-18,335.280,414.020,0.000,0.500,-6.389,-3.222,2013,77,1
2013-03-19,335.280,414.020,2.540,6.500,-6.611,1.222,2013,78,1
2013-03-20,337.820,416.560,17.780,6.722,-3.222,2.222,2013,79,1
2013-03-21,355.600,434.340,0.000,-2.111,-7.222,-4.778,2013,80,1
2013-03-22,355.600,434.340,0.000,-3.778,-9.778,-6.778,2013,81,1
2013-03-23,355.600,434.340,0.000,-2.000,-12.278,-7.222,2013,82,1
2013-03-24,355.600,434.340,2.540,2.278,-10.389,-4.222,2013,83,1
2013-03-25,358.140,436.880,2.540,6.222,-5.000,0.278,2013,84,1
2013-03-26,360.680,439.420,5.080,6.500,-1.000,1.778,2013,85,1
2013-03-27,365.760,444.500,0.000,9.000,-1.500,4.111,2013,86,1
2013-03-28,363.220,444.500,0.000,11.389,2.722,6.389,2013,87,1
2013-03-29,358.140,444.500,0.000,10.500,2.000,5.278,2013,88,1
2013-03-30,353.060,444.500,0.000,11.111,1.389,6.111,2013,89,1
2013-03-31,345.440,444.500,0.000,15.222,0.611,7.222,2013,90,1
2013-04-01,332.740,444.500,0.000,9.722,1.722,5.722,2013,91,1
2013-04-02,322.580,444.500,2.540,10.500,3.278,7.000,2013,92,1
2013-04-03,307.340,447.040,0.000,12.722,2.389,7.111,2013,93,1
2013-04-04,292.100,447.040,0.000,12.722,4.611,8.111,2013,94,1
2013-04-05,281.940,447.040,2.540,8.500,1.222,3.611,2013,95,1
2013-04-06,274.320,449.580,10.160,5.278,1.278,2.611,2013,96,1
2013-04-07,281.940,459.740,15.240,4.111,-2.778,1.222,2013,97,1
2013-04-08,297.180,474.980,0.000,4.222,-3.778,0.111,2013,98,1
2013-04-09,297.180,474.980,0.000,7.000,-2.278,2.111,2013,99,1
2013-04-10,297.180,474.980,2.540,7.889,0.500,4.000,2013,100,1
2013-04-11,294.640,477.520,0.000,5.222,-1.278,2.222,2013,101,1
2013-04-12,289.560,477.520,0.000,8.222,-2.889,4.111,2013,102,1
2013-04-13,279.400,477.520,0.000,6.889,-4.778,0.278,2013,103,1
2013-04-14,274.320,477.520,0.000,0.000,-7.889,-3.111,2013,104,1
2013-04-15,274.320,477.520,0.000,1.222,-7.611,-2.778,2013,105,1
2013-04-16,274.320,477.520,0.000,3.500,-4.000,-1.222,2013,106,1
2013-04-17,271.780,477.520,0.000,3.278,-6.222,-1.111,2013,107,1
2013-04-18,269.240,477.520,2.540,4.278,-5.222,0.778,2013,108,1
2013-04-19,261.620,480.060,20.320,3.500,0.778,2.111,2013,109,1
2013-04-20,259.080,500.380,5.080,5.778,0.278,2.111,2013,110,1
2013-04-21,264.160,505.460,0.000,6.889,-1.222,3.222,2013,111,1
2013-04-22,264.160,505.460,0.000,4.278,-2.722,0.611,2013,112,1
2013-04-23,264.160,505.460,0.000,5.889,-4.778,1.000,2013,113,1
2013-04-24,256.540,505.460,0.000,8.389,-2.278,3.278,2013,114,1
2013-04-25,238.760,505.460,2.540,10.889,-0.278,6.278,2013,115,1
2013-04-26,210.820,508.000,0.000,13.500,3.389,9.500,2013,116,1
2013-04-27,180.340,508.000,0.000,14.389,4.278,9.722,2013,117,1
2013-04-28,157.480,508.000,0.000,10.889,3.722,8.000,2013,118,1
2013-04-29,134.620,508.000,0.000,9.222,-0.889,4.722,2013,119,1
2013-04-30,124.460,508.000,0.000,2.389,-4.722,-1.222,2013,120,1
2013-05-01,121.920,508.000,0.000,6.222,-4.000,1.222,2013,121,1
2013-05-02,99.060,508.000,0.000,13.000,-0.778,6.222,2013,122,1
2013-05-03,66.040,508.000,0.000,13.389,2.000,8.111,2013,123,1
2013-05-04,45.720,508.000,0.000,12.278,3.500,7.500,2013,124,1
2013-05-05,27.940,508.000,0.000,15.000,4.278,9.722,2013,125,1
2013-05-06,10.160,508.000,0.000,15.278,5.222,10.778,2013,126,1
2013-05-07,0.000,508.000,5.080,14.222,5.389,9.778,2013,127,0
2013-05-08,0.000,513.080,2.540,15.778,4.889,9.889,2013,128,0
2013-05-09,0.000,515.620,0.000,17.500,5.278,12.278,2013,129,0
2013-05-10,0.000,515.620,0.000,18.889,6.722,13.278,2013,130,0
2013-05-11,0.000,515.620,0.000,21.500,8.389,15.000,2013,131,0
2013-05-12,0.000,515.620,0.000,22.278,12.278,17.111,2013,132,0
2013-05-13,0.000,515.620,0.000,22.000,9.500,15.278,2013,133,0
2013-05-14,0.000,515.620,0.000,15.389,6.111,11.611,2013,134,0
2013-05-15,0.000,515.620,0.000,16.778,5.722,11.278,2013,135,0
2013-05-16,0.000,515.620,0.000,10.611,5.111,7.889,2013,136,0
2013-05-17,0.000,515.620,2.540,7.889,2.611,5.611,2013,137,0
2013-05-18,0.000,518.160,0.000,9.611,2.222,5.778,2013,138,0
2013-05-19,0.000,518.160,0.000,9.389,1.611,5.778,2013,139,0
2013-05-20,0.000,518.160,0.000,14.722,2.278,8.611,2013,140,0
2013-05-21,0.000,518.160,0.000,17.000,2.611,10.889,2013,141,0
2013-05-22,0.000,518.160,0.000,4.722,-3.111,0.722,2013,142,0
2013-05-23,0.000,518.160,0.000,9.111,-2.778,3.611,2013,143,0
2013-05-24,0.000,518.160,0.000,12.000,0.222,6.889,2013,144,0
2013-05-25,0.000,518.160,0.000,13.000,5.722,9.111,2013,145,0
2013-05-26,0.000,518.160,2.540,11.889,3.500,7.278,2013,146,0
2013-05-27,0.000,520.700,7.620,10.278,1.611,5.889,2013,147,0
2013-05-28,0.000,528.320,12.700,8.000,2.611,4.722,2013,148,0
2013-05-29,0.000,541.020,5.080,9.000,1.778,5.000,2013,149,0
2013-05-30,0.000,546.100,0.000,9.222,3.389,5.611,2013,150,0
2013-05-31,0.000,546.100,0.000,11.889,1.722,7.278,2013,151,0
2013-06-01,0.000,546.100,0.000,17.722,4.278,11.222,2013,152,0
2013-06-02,0.000,546.100,0.000,15.500,6.000,10.611,2013,153,0
2013-06-03,0.000,546.100,0.000,14.000,5.611,9.722,2013,154,0
2013-06-04,0.000,546.100,0.000,17.111,3.889,10.778,2013,155,0
2013-06-05,0.000,546.100,0.000,19.222,6.111,13.778,2013,156,0
2013-06-06,0.000,546.100,0.000,22.389,10.222,16.778,2013,157,0
2013-06-07,0.000,546.100,0.000,21.722,11.000,16.611,2013,158,0
2013-06-08,0.000,546.100,0.000,19.778,6.889,14.889,2013,159,0
2013-06-09,0.000,546.100,0.000,22.278,9.278,16.222,2013,160,0
2013-06-10,0.000,546.100,0.000,22.500,10.278,16.389,2013,161,0
2013-06-11,0.000,546.100,0.000,18.778,8.222,12.889,2013,162,0
2013-06-12,0.000,546.100,0.000,17.111,5.722,11.500,2013,163,0
2013-06-13,0.000,546.100,0.000,12.222,2.500,7.778,2013,164,0
2013-06-14,0.000,546.100,0.000,12.222,2.111,6.111,2013,165,0
2013-06-15,0.000,546.100,0.000,19.000,2.111,11.389,2013,166,0
2013-06-16,0.000,546.100,0.000,22.278,7.722,15.111,2013,167,0
2013-06-17,0.000,546.100,0.000,22.111,8.722,15.722,2013,168,0
2013-06-18,0.000,546.100,0.000,20.222,8.222,13.778,2013,169,0
2013-06-19,0.000,546.100,5.080,9.778,0.111,4.278,2013,170,0
2013-06-20,0.000,551.180,0.000,10.889,1.722,5.500,2013,171,0
2013-06-21,0.000,551.180,0.000,10.000,1.278,6.222,2013,172,0
2013-06-22,0.000,551.180,0.000,13.722,0.889,7.222,2013,173,0
2013-06-23,0.000,551.180,0.000,19.278,4.278,13.000,2013,174,0
2013-06-24,0.000,551.180,10.160,14.000,6.222,9.722,2013,175,0
2013-06-25,0.000,561.340,10.160,11.389,6.000,9.611,2013,176,0
2013-06-26,0.000,571.500,0.000,19.278,9.722,13.389,2013,177,0
2013-06-27,0.000,571.500,0.000,24.278,9.389,17.111,2013,178,0
2013-06-28,0.000,571.500,0.000,28.889,12.722,20.889,2013,179,0
2013-06-29,0.000,571.500,0.000,28.222,15.000,21.111,2013,180,0
2013-06-30,0.000,571.500,0.000,30.000,14.389,21.722,2013,181,0
2013-07-01,0.000,571.500,0.000,31.778,16.611,24.722,2013,182,0
2013-07-02,0.000,571.500,0.000,29.778,15.722,23.611,2013,183,0
2013-07-03,0.000,571.500,0.000,26.389,15.778,21.000,2013,184,0
2013-07-04,0.000,571.500,0.000,23.611,10.111,17.722,2013,185,0
2013-07-05,0.000,571.500,0.000,21.722,9.389,15.722,2013,186,0
2013-07-06,0.000,571.500,0.000,22.611,8.389,16.222,2013,187,0
2013-07-07,0.000,571.500,0.000,24.889,11.111,17.500,2013,188,0
2013-07-08,0.000,571.500,0.000,23.389,12.000,17.222,2013,189,0
2013-07-09,0.000,571.500,0.000,26.611,11.111,18.611,2013,190,0
2013-07-10,0.000,571.500,0.000,26.611,12.889,19.500,2013,191,0
2013-07-11,0.000,571.500,0.000,20.222,12.611,16.389,2013,192,0
2013-07-12,0.000,571.500,0.000,23.389,11.278,16.778,2013,193,0
2013-07-13,0.000,571.500,0.000,20.889,8.778,14.722,2013,194,0
2013-07-14,0.000,571.500,0.000,24.611,8.778,17.111,2013,195,0
2013-07-15,0.000,571.500,0.000,27.722,11.611,19.778,2013,196,0
2013-07-16,0.000,571.500,2.540,27.778,15.111,21.500,2013,197,0
2013-07-17,0.000,574.040,0.000,25.111,12.389,19.389,2013,198,0
2013-07-18,0.000,574.040,0.000,26.111,10.611,18.889,2013,199,0
2013-07-19,0.000,574.040,0.000,28.278,13.778,21.278,2013,200,0
2013-07-20,0.000,574.040,0.000,27.611,13.500,20.778,2013,201,0
2013-07-21,0.000,574.040,0.000,26.000,10.000,18.000,2013,202,0
2013-07-22,0.000,574.040,0.000,25.389,10.278,18.500,2013,203,0
